PACK 112: Collocations - Other
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
 42 | save time by         | 节省时间            | jié shěng shí jiān | ahorrar tiempo por | economize tempo   
 43 | this will save time  | 这将节省时间          | zhè jiāng jié shěn | esto ahorrará tiem | isso economizará t
 44 | save money for       | 省钱              | shěng qián         | ahorrar dinero par | economizar dinheir
 45 | need to save money   | 需要省钱            | xū yào shěng qián  | necesito ahorrar d | preciso economizar
 46 | waste time on        | 浪费时间            | làng fèi shí jiān  | perder el tiempo e | perder tempo com  
 47 | don't waste time     | 不要浪费时间          | bú yào làng fèi sh | no pierdas el tiem | não perca tempo   
 48 | spend time with      | 花时间与            | huā shí jiān yǔ    | pasar tiempo con   | passar tempo com  
 49 | spend time together  | 共度时光            | gòng dù shí guāng  | pasar tiempo junto | passar tempo junto
 50 | kill time waiting    | 消磨等待时间          | xiāo mó děng dài s | matar el tiempo es | matar o tempo espe
 51 | just kill time here  | 只是在这里消磨时间       | zhǐ shì zài zhè lǐ | solo mata el tiemp | é só matar o tempo
 52 | tell the truth alway | 永远说实话           | yǒng yuǎn shuō shí | di la verdad siemp | diga sempre a verd
 53 | please tell the trut | 请说实话            | qǐng shuō shí huà  | por favor di la ve | por favor diga a v
 54 | tell a lie never     | 永远不要说谎          | yǒng yuǎn bú yào s | nunca digas una me | conte uma mentira 
 55 | don't tell a lie     | 不要说谎            | bú yào shuō huǎng  | no digas mentiras  | não minta         
 56 | tell a story about   | 讲一个关于           | jiǎng yí gè guān y | contar una histori | conte uma história
 57 | let me tell a story  | 的故事让我讲个故事       | de gù shì ràng wǒ  | déjame contarte un | deixa eu contar um
 58 | tell the difference  | 说出              | shuō chū           | decir la diferenci | diga a diferença e
 59 | can you tell the dif | 之间的区别你能看出区别吗    | zhī jiān de qū bié | ¿Puedes notar la d | você consegue perc
 60 | tell a joke often    | 经常讲笑话           | jīng cháng jiǎng x | cuenta un chiste a | conte uma piada co
 61 | let me tell a joke   | 让我讲个笑话          | ràng wǒ jiǎng gè x | déjame contar un c | deixe-me contar um
