Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
spanish,163,Winning & Earning,11,pinyin,wǒ yíng le,wǒ yíng,Pinyin mismatch - Chinese is "我赢" (2 chars) not "我赢了" (3 chars)
spanish,163,Winning & Earning,13,pinyin,nǐ yíng le,nǐ yíng,Pinyin mismatch - Chinese is "你赢" (2 chars) not "你赢了" (3 chars)
spanish,163,Winning & Earning,15,pinyin,tā yíng le,tā yíng,Pinyin mismatch - Chinese is "他赢" (2 chars) not "他赢了" (3 chars)
spanish,163,Winning & Earning,17,pinyin,wǒ men yíng le,wǒ men yíng,Pinyin mismatch - Chinese is "我们赢" (3 chars) not "我们赢了" (4 chars)
spanish,163,Winning & Earning,19,pinyin,nǐ yíng le,nǐ yíng,Pinyin mismatch - Chinese is "你赢" (2 chars) not "你赢了" (3 chars)
spanish,163,Winning & Earning,21,pinyin,tā men yíng le,tā men yíng,Pinyin mismatch - Chinese is "他们赢" (3 chars) not "他们赢了" (4 chars)
spanish,164,Dance & Dancing,8,pinyin,jiàng,sà ěr sà wǔ,Pinyin mismatch - Chinese is "萨尔萨舞" (4 chars) not "酱" (1 char)
spanish,164,Dance & Dancing,17,pinyin,lù yīn,tī tà wǔ,Pinyin mismatch - Chinese is "踢踏舞" (3 chars) not "录音" (2 chars)
spanish,164,Dance & Dancing,18,pinyin,zhǐ nán zhēn,jié pāi,Pinyin mismatch - Chinese is "节拍" (2 chars) not "指南针" (3 chars)
spanish,164,Dance & Dancing,34,pinyin,jiàng zhī,sà ěr sà wǔ,Pinyin mismatch - Chinese is "萨尔萨舞" (4 chars) not "酱汁" (2 chars)
spanish,164,Dance & Dancing,48,pinyin,dǎng,pài duì,Pinyin mismatch - Chinese is "派对" (2 chars) not "党" (1 char)
spanish,164,Dance & Dancing,52,pinyin,gōng sī,tī tà wǔ,Pinyin mismatch - Chinese is "踢踏舞" (3 chars) not "攻丝" (2 chars)
spanish,164,Dance & Dancing,54,pinyin,zhǐ nán zhēn,jié pāi,Pinyin mismatch - Chinese is "节拍" (2 chars) not "指南针" (3 chars)
spanish,164,Dance & Dancing,55,pinyin,dài zhǐ nán zhēn,yǒu jié pāi,Pinyin mismatch - Chinese is "有节拍" (3 chars) not "带指南针" (4 chars)
spanish,164,Dance & Dancing,56,pinyin,zhǐ tiáo,huá bù,Pinyin mismatch - Chinese is "滑步" (2 chars) not "纸条" (2 chars)
spanish,164,Dance & Dancing,58,pinyin,fǎn huí,zhuǎn shēn,Pinyin mismatch - Chinese is "转身" (2 chars) not "返回" (2 chars)
spanish,164,Dance & Dancing,61,pinyin,yì zhāng gōng,yí gè jū gōng,Pinyin mismatch - Chinese is "一个鞠躬" (4 chars) not "一张弓" (3 chars)
spanish,165,Losing,2,pinyin,wǒ shū le,wǒ shū,Pinyin mismatch - Chinese is "我输" (2 chars) not "我输了" (3 chars)
spanish,165,Losing,3,pinyin,nǐ shū le,nǐ shū,Pinyin mismatch - Chinese is "你输" (2 chars) not "你输了" (3 chars)
spanish,165,Losing,5,pinyin,wǒ men shū le,wǒ men shū,Pinyin mismatch - Chinese is "我们输" (3 chars) not "我们输了" (4 chars)
spanish,165,Losing,6,pinyin,nǐ shū le,nǐ shū,Pinyin mismatch - Chinese is "你输" (2 chars) not "你输了" (3 chars)
spanish,165,Losing,11,pinyin,wǒ shū le,wǒ shū,Pinyin mismatch - Chinese is "我输" (2 chars) not "我输了" (3 chars)
spanish,165,Losing,13,pinyin,nǐ shū le,nǐ shū,Pinyin mismatch - Chinese is "你输" (2 chars) not "你输了" (3 chars)
spanish,165,Losing,15,pinyin,tā shū le,tā shū,Pinyin mismatch - Chinese is "他输" (2 chars) not "他输了" (3 chars)
spanish,165,Losing,17,pinyin,wǒ men shū le,wǒ men shū,Pinyin mismatch - Chinese is "我们输" (3 chars) not "我们输了" (4 chars)
spanish,165,Losing,19,pinyin,nǐ shū le,nǐ shū,Pinyin mismatch - Chinese is "你输" (2 chars) not "你输了" (3 chars)
spanish,165,Losing,21,pinyin,tā men shū le,tā men shū,Pinyin mismatch - Chinese is "他们输" (3 chars) not "他们输了" (4 chars)
spanish,173,Journalism Terms,4,pinyin,chí yǒu rén,biāo tí,Pinyin mismatch - Chinese is "标题" (2 chars) not "持有人" (3 chars)
spanish,173,Journalism Terms,6,pinyin,xiě zuò,biān jí bù,Pinyin mismatch - Chinese is "编辑部" (3 chars) not "写作" (2 chars)
spanish,173,Journalism Terms,16,pinyin,biān nián shǐ,bào dào,Pinyin mismatch - Chinese is "报道" (2 chars) not "编年史" (3 chars)
spanish,173,Journalism Terms,18,pinyin,sháo,dú jiā xīn wén,Pinyin mismatch - Chinese is "独家新闻" (4 chars) not "勺" (1 char)
spanish,173,Journalism Terms,24,pinyin,chí yǒu rén,biāo tí,Pinyin mismatch - Chinese is "标题" (2 chars) not "持有人" (3 chars)
spanish,173,Journalism Terms,28,pinyin,shè lùn,biān jí bù,Pinyin mismatch - Chinese is "编辑部" (3 chars) not "社论" (2 chars)
spanish,173,Journalism Terms,48,pinyin,biān nián shǐ,bào dào,Pinyin mismatch - Chinese is "报道" (2 chars) not "编年史" (3 chars)
spanish,173,Journalism Terms,53,pinyin,dì yí gè,yì tiáo dú jiā xīn wén,Pinyin mismatch - Chinese is "一条独家新闻" (5 chars) not "第一个" (3 chars)
spanish,176,Photography Terms,51,pinyin,guò lǜ qì,lǜ jìng,Pinyin mismatch - Chinese is "滤镜" (2 chars) not "过滤器" (3 chars)
spanish,178,Deciding,11,pinyin,fēn biàn lǜ,jué yì,Pinyin mismatch - Chinese is "决议" (2 chars) not "分辨率" (3 chars)
spanish,179,Marketing & Advertising,46,pinyin,duàn,xì fēn shì chǎng,Pinyin mismatch - Chinese is "细分市场" (4 chars) not "段" (1 char)
spanish,180,Appearing,30,pinyin,nǐ bì xū zhèng míng,nǐ bì xū biǎo míng lì chǎng,Pinyin mismatch - Chinese is "你必须表明立场" (7 chars) not "你必须证明" (5 chars)
