Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
spanish,108,Changing (cambiar),6,pinyin,nǐ gǎi biàn,nǐ men gǎi biàn,Vosotros is plural - needs nǐ men
spanish,108,Changing (cambiar),6,portuguese,você muda,vocês mudam,Vosotros is plural - needs vocês not você
spanish,108,Changing (cambiar),20,chinese,你改变,你们改变,Vosotros is plural - needs 你们 not 你
spanish,108,Changing (cambiar),20,pinyin,nǐ gǎi biàn,nǐ men gǎi biàn,Vosotros is plural - needs nǐ men
spanish,108,Changing (cambiar),20,portuguese,você muda,vocês mudam,Vosotros is plural - needs vocês not você
spanish,108,Changing (cambiar),21,chinese,你改变它,你们改变它,Vosotros is plural - needs 你们 not 你
spanish,108,Changing (cambiar),21,pinyin,nǐ gǎi biàn tā,nǐ men gǎi biàn tā,Vosotros is plural - needs nǐ men
spanish,108,Changing (cambiar),21,portuguese,você muda,vocês mudam,Vosotros is plural - needs vocês not você
spanish,109,Improving (mejorar),6,chinese,你进步了,你们进步了,Vosotros is plural - needs 你们 not 你
spanish,109,Improving (mejorar),6,pinyin,nǐ jìn bù le,nǐ men jìn bù le,Vosotros is plural - needs nǐ men
spanish,109,Improving (mejorar),6,portuguese,você melhora,vocês melhoram,Vosotros is plural - needs vocês not você
spanish,109,Improving (mejorar),20,chinese,你进步了,你们进步了,Vosotros is plural - needs 你们 not 你
spanish,109,Improving (mejorar),20,pinyin,nǐ jìn bù le,nǐ men jìn bù le,Vosotros is plural - needs nǐ men
spanish,109,Improving (mejorar),20,portuguese,você melhora,vocês melhoram,Vosotros is plural - needs vocês not você
spanish,109,Improving (mejorar),21,chinese,你如何改进,你们如何改进,Vosotros is plural - needs 你们 not 你
spanish,109,Improving (mejorar),21,pinyin,nǐ rú hé gǎi jìn,nǐ men rú hé gǎi jìn,Vosotros is plural - needs nǐ men
spanish,109,Improving (mejorar),21,portuguese,como você melhora,como vocês melhoram,Vosotros is plural - needs vocês not você
spanish,111,Trying (intentar),6,chinese,你试试,你们试试,Vosotros is plural - needs 你们 not 你
spanish,111,Trying (intentar),6,pinyin,nǐ shì shì,nǐ men shì shì,Vosotros is plural - needs nǐ men
spanish,111,Trying (intentar),6,portuguese,você tenta,vocês tentam,Vosotros is plural - needs vocês not você
spanish,111,Trying (intentar),19,chinese,你努力吧,你们努力吧,Vosotros is plural - needs 你们 not 你
spanish,111,Trying (intentar),19,pinyin,nǐ nǔ lì ba,nǐ men nǔ lì ba,Vosotros is plural - needs nǐ men
spanish,111,Trying (intentar),19,portuguese,você se esforça,vocês se esforçam,Vosotros is plural - needs vocês not você
spanish,111,Trying (intentar),20,chinese,你总是尽力帮助,你们总是尽力帮助,Vosotros is plural - needs 你们 not 你
spanish,111,Trying (intentar),20,pinyin,nǐ zǒng shì jìn lì bāng zhù,nǐ men zǒng shì jìn lì bāng zhù,Vosotros is plural - needs nǐ men
spanish,111,Trying (intentar),20,portuguese,você sempre tenta ajudar,vocês sempre tentam ajudar,Vosotros is plural - needs vocês not você
spanish,113,Geography,32,portuguese,uma maiúscula,uma capital,Wrong Portuguese - maiúscula means uppercase letter not capital city
spanish,113,Geography,32,pinyin,dà xiě zì mǔ,yī zuò shǒu dū,Wrong pinyin - was uppercase letter pinyin instead of capital city pinyin
spanish,114,Seeming & Appearing (parecer),6,chinese,你看起来,你们看起来,Vosotros is plural - needs 你们 not 你
spanish,114,Seeming & Appearing (parecer),6,pinyin,nǐ kàn qǐ lái,nǐ men kàn qǐ lái,Vosotros is plural - needs nǐ men
spanish,114,Seeming & Appearing (parecer),6,portuguese,você parece,vocês parecem,Vosotros is plural - needs vocês not você
spanish,114,Seeming & Appearing (parecer),20,chinese,你看起来,你们看起来,Vosotros is plural - needs 你们 not 你
spanish,114,Seeming & Appearing (parecer),20,pinyin,nǐ kàn qǐ lái,nǐ men kàn qǐ lái,Vosotros is plural - needs nǐ men
spanish,114,Seeming & Appearing (parecer),20,portuguese,você parece,vocês parecem,Vosotros is plural - needs vocês not você
spanish,115,Staying & Meeting (quedar),6,chinese,你留下来,你们留下来,Vosotros is plural - needs 你们 not 你
spanish,115,Staying & Meeting (quedar),6,pinyin,nǐ liú xià lái,nǐ men liú xià lái,Vosotros is plural - needs nǐ men
spanish,115,Staying & Meeting (quedar),6,portuguese,você fica,vocês ficam,Vosotros is plural - needs vocês not você
spanish,115,Staying & Meeting (quedar),20,chinese,你仍然,你们仍然,Vosotros is plural - needs 你们 not 你
spanish,115,Staying & Meeting (quedar),20,pinyin,nǐ réng rán,nǐ men réng rán,Vosotros is plural - needs nǐ men
spanish,115,Staying & Meeting (quedar),20,portuguese,você permanece,vocês permanecem,Vosotros is plural - needs vocês not você
spanish,115,Staying & Meeting (quedar),21,chinese,你留下来,你们留下来,Vosotros is plural - needs 你们 not 你
spanish,115,Staying & Meeting (quedar),21,pinyin,nǐ liú xià lái,nǐ men liú xià lái,Vosotros is plural - needs nǐ men
spanish,115,Staying & Meeting (quedar),21,portuguese,você fica,vocês ficam,Vosotros is plural - needs vocês not você
spanish,117,Arriving (llegar),6,chinese,你到达,你们到达,Vosotros is plural - needs 你们 not 你
spanish,117,Arriving (llegar),6,pinyin,nǐ dào dá,nǐ men dào dá,Vosotros is plural - needs nǐ men
spanish,117,Arriving (llegar),6,portuguese,você chega,vocês chegam,Vosotros is plural - needs vocês not você
spanish,117,Arriving (llegar),20,chinese,你到达,你们到达,Vosotros is plural - needs 你们 not 你
spanish,117,Arriving (llegar),20,pinyin,nǐ dào dá,nǐ men dào dá,Vosotros is plural - needs nǐ men
spanish,117,Arriving (llegar),20,portuguese,você chega,vocês chegam,Vosotros is plural - needs vocês not você
spanish,117,Arriving (llegar),21,chinese,你什么时候到达,你们什么时候到达,Vosotros is plural - needs 你们 not 你
spanish,117,Arriving (llegar),21,pinyin,nǐ shén me shí hòu dào dá,nǐ men shén me shí hòu dào dá,Vosotros is plural - needs nǐ men
spanish,117,Arriving (llegar),21,portuguese,quando você chega,quando vocês chegam,Vosotros is plural - needs vocês not você
spanish,120,Letting & Leaving (dejar),6,chinese,你离开,你们离开,Vosotros is plural - needs 你们 not 你
spanish,120,Letting & Leaving (dejar),6,pinyin,nǐ lí kāi,nǐ men lí kāi,Vosotros is plural - needs nǐ men
spanish,120,Letting & Leaving (dejar),6,portuguese,você sai,vocês saem,Vosotros is plural - needs vocês not você
spanish,120,Letting & Leaving (dejar),20,chinese,你离开,你们离开,Vosotros is plural - needs 你们 not 你
spanish,120,Letting & Leaving (dejar),20,pinyin,nǐ lí kāi,nǐ men lí kāi,Vosotros is plural - needs nǐ men
spanish,120,Letting & Leaving (dejar),20,portuguese,você sai,vocês saem,Vosotros is plural - needs vocês not você
spanish,120,Letting & Leaving (dejar),21,chinese,你留下它,你们留下它,Vosotros is plural - needs 你们 not 你
spanish,120,Letting & Leaving (dejar),21,pinyin,nǐ liú xià tā,nǐ men liú xià tā,Vosotros is plural - needs nǐ men
spanish,120,Letting & Leaving (dejar),21,portuguese,você deixa,vocês deixam,Vosotros is plural - needs vocês not você
spanish,121,Using (usar),6,chinese,你使用,你们使用,Vosotros is plural - needs 你们 not 你
spanish,121,Using (usar),6,pinyin,nǐ shǐ yòng,nǐ men shǐ yòng,Vosotros is plural - needs nǐ men
spanish,121,Using (usar),6,portuguese,você usa,vocês usam,Vosotros is plural - needs vocês not você
spanish,121,Using (usar),20,chinese,你使用,你们使用,Vosotros is plural - needs 你们 not 你
spanish,121,Using (usar),20,pinyin,nǐ shǐ yòng,nǐ men shǐ yòng,Vosotros is plural - needs nǐ men
spanish,121,Using (usar),20,portuguese,você usa,vocês usam,Vosotros is plural - needs vocês not você
spanish,121,Using (usar),21,chinese,你用什么,你们用什么,Vosotros is plural - needs 你们 not 你
spanish,121,Using (usar),21,pinyin,nǐ yòng shén me,nǐ men yòng shén me,Vosotros is plural - needs nǐ men
spanish,121,Using (usar),21,portuguese,o que você usa,o que vocês usam,Vosotros is plural - needs vocês not você
spanish,122,Tools & Building,32,pinyin,guān jiàn,yào shi,Wrong pinyin - guān jiàn means crucial/key (abstract) not physical key
spanish,123,Telling & Counting (contar),6,chinese,你算,你们算,Vosotros is plural - needs 你们 not 你
spanish,123,Telling & Counting (contar),6,pinyin,nǐ suàn,nǐ men suàn,Vosotros is plural - needs nǐ men
spanish,123,Telling & Counting (contar),6,portuguese,você conta,vocês contam,Vosotros is plural - needs vocês not você
spanish,123,Telling & Counting (contar),20,chinese,你算,你们算,Vosotros is plural - needs 你们 not 你
spanish,123,Telling & Counting (contar),20,pinyin,nǐ suàn,nǐ men suàn,Vosotros is plural - needs nǐ men
spanish,123,Telling & Counting (contar),20,portuguese,você conta,vocês contam,Vosotros is plural - needs vocês not você
spanish,123,Telling & Counting (contar),21,chinese,你告诉它,你们告诉它,Vosotros is plural - needs 你们 not 你
spanish,123,Telling & Counting (contar),21,pinyin,nǐ gào sù tā,nǐ men gào sù tā,Vosotros is plural - needs nǐ men
spanish,123,Telling & Counting (contar),21,portuguese,você conta,vocês contam,Vosotros is plural - needs vocês not você
spanish,124,Creating (crear),5,chinese,你创造,你们创造,Vosotros is plural - needs 你们 not 你
spanish,124,Creating (crear),5,pinyin,nǐ chuàng zào,nǐ men chuàng zào,Vosotros is plural - needs nǐ men
spanish,124,Creating (crear),5,portuguese,você cria,vocês criam,Vosotros is plural - needs vocês not você
spanish,124,Creating (crear),18,portuguese,você cria,vocês criam,Vosotros is plural - needs vocês not você
spanish,124,Creating (crear),19,portuguese,você cria,vocês criam,Vosotros is plural - needs vocês not você
spanish,126,Going Up (subir),6,chinese,你上去,你们上去,Vosotros is plural - needs 你们 not 你
spanish,126,Going Up (subir),6,pinyin,nǐ shàng qù,nǐ men shàng qù,Vosotros is plural - needs nǐ men
spanish,126,Going Up (subir),20,chinese,你上去,你们上去,Vosotros is plural - needs 你们 not 你
spanish,126,Going Up (subir),20,pinyin,nǐ shàng qù,nǐ men shàng qù,Vosotros is plural - needs nǐ men
spanish,127,Going Down (bajar),6,chinese,你下去,你们下去,Vosotros is plural - needs 你们 not 你
spanish,127,Going Down (bajar),6,pinyin,nǐ xià qù,nǐ men xià qù,Vosotros is plural - needs nǐ men
spanish,127,Going Down (bajar),6,portuguese,você desce,vocês descem,Vosotros is plural - needs vocês not você
spanish,127,Going Down (bajar),12,chinese,低,我把它降低,Wrong Chinese - was just adjective low instead of verb I lower it
spanish,127,Going Down (bajar),12,pinyin,dī,wǒ bǎ tā jiàng dī,Wrong pinyin - needs to match verb form I lower it
spanish,127,Going Down (bajar),19,chinese,你下去,你们下去,Vosotros is plural - needs 你们 not 你
spanish,127,Going Down (bajar),19,pinyin,nǐ xià qù,nǐ men xià qù,Vosotros is plural - needs nǐ men
spanish,127,Going Down (bajar),19,portuguese,você desce,vocês descem,Vosotros is plural - needs vocês not você
spanish,127,Going Down (bajar),20,portuguese,você abaixa,vocês abaixam,Vosotros is plural - needs vocês not você
spanish,129,Falling (caer),6,chinese,你跌倒了,你们跌倒了,Vosotros is plural - needs 你们 not 你
spanish,129,Falling (caer),6,pinyin,nǐ diē dǎo le,nǐ men diē dǎo le,Vosotros is plural - needs nǐ men
spanish,129,Falling (caer),6,portuguese,você cai,vocês caem,Vosotros is plural - needs vocês not você
spanish,129,Falling (caer),20,chinese,你跌倒了,你们跌倒了,Vosotros is plural - needs 你们 not 你
spanish,129,Falling (caer),20,pinyin,nǐ diē dǎo le,nǐ men diē dǎo le,Vosotros is plural - needs nǐ men
spanish,129,Falling (caer),20,portuguese,você cai,vocês caem,Vosotros is plural - needs vocês not você
spanish,129,Falling (caer),21,chinese,你跌倒了,你们跌倒了,Vosotros is plural - needs 你们 not 你
spanish,129,Falling (caer),21,pinyin,nǐ diē dǎo le,nǐ men diē dǎo le,Vosotros is plural - needs nǐ men
spanish,129,Falling (caer),21,portuguese,você cai,vocês caem,Vosotros is plural - needs vocês not você
spanish,133,Breaking (romper),6,chinese,你打破了,你们打破了,Vosotros is plural - needs 你们 not 你
spanish,133,Breaking (romper),6,pinyin,nǐ dǎ pò le,nǐ men dǎ pò le,Vosotros is plural - needs nǐ men
spanish,133,Breaking (romper),6,portuguese,você quebra,vocês quebram,Vosotros is plural - needs vocês not você
spanish,133,Breaking (romper),20,chinese,你打破了模式,你们打破了模式,Vosotros is plural - needs 你们 not 你
spanish,133,Breaking (romper),20,pinyin,nǐ dǎ pò le mó shì,nǐ men dǎ pò le mó shì,Vosotros is plural - needs nǐ men
spanish,133,Breaking (romper),20,portuguese,você quebra o molde,vocês quebram o molde,Vosotros is plural - needs vocês not você
spanish,133,Breaking (romper),21,chinese,你总是分手,你们总是分手,Vosotros is plural - needs 你们 not 你
spanish,133,Breaking (romper),21,pinyin,nǐ zǒng shì fēn shǒu,nǐ men zǒng shì fēn shǒu,Vosotros is plural - needs nǐ men
spanish,133,Breaking (romper),21,portuguese,você sempre termina,vocês sempre terminam,Vosotros is plural - needs vocês not você
spanish,136,Participating (participar),6,chinese,你参与,你们参与,Vosotros is plural - needs 你们 not 你
spanish,136,Participating (participar),6,pinyin,nǐ cān yù,nǐ men cān yù,Vosotros is plural - needs nǐ men
spanish,136,Participating (participar),6,portuguese,você participa,vocês participam,Vosotros is plural - needs vocês not você
spanish,136,Participating (participar),20,chinese,您参与决策,你们参与决策,Wrong pronoun - uses formal 您 but should be plural 你们
spanish,136,Participating (participar),20,pinyin,nín cān yù jué cè,nǐ men cān yù jué cè,Wrong pronoun - uses formal nín but should be plural nǐ men
spanish,136,Participating (participar),20,portuguese,você participa das decisões,vocês participam das decisões,Vosotros is plural - needs vocês not você
spanish,136,Participating (participar),21,chinese,你如何参加课程,你们如何参加课程,Vosotros is plural - needs 你们 not 你
spanish,136,Participating (participar),21,pinyin,nǐ rú hé cān jiā kè chéng,nǐ men rú hé cān jiā kè chéng,Vosotros is plural - needs nǐ men
spanish,136,Participating (participar),21,portuguese,como você participa das aulas,como vocês participam das aulas,Vosotros is plural - needs vocês not você
spanish,138,Preparing (preparar),6,chinese,你准备,你们准备,Vosotros is plural - needs 你们 not 你
spanish,138,Preparing (preparar),6,pinyin,nǐ zhǔn bèi,nǐ men zhǔn bèi,Vosotros is plural - needs nǐ men
spanish,138,Preparing (preparar),6,portuguese,você se prepara,vocês se preparam,Vosotros is plural - needs vocês not você
spanish,138,Preparing (preparar),20,chinese,你准备旅行,你们准备旅行,Vosotros is plural - needs 你们 not 你
spanish,138,Preparing (preparar),20,pinyin,nǐ zhǔn bèi lǚ xíng,nǐ men zhǔn bèi lǚ xíng,Vosotros is plural - needs nǐ men
spanish,138,Preparing (preparar),20,portuguese,você prepara a viagem,vocês preparam a viagem,Vosotros is plural - needs vocês not você
spanish,138,Preparing (preparar),21,chinese,你准备婚礼,你们准备婚礼,Vosotros is plural - needs 你们 not 你
spanish,138,Preparing (preparar),21,pinyin,nǐ zhǔn bèi hūn lǐ,nǐ men zhǔn bèi hūn lǐ,Vosotros is plural - needs nǐ men
spanish,138,Preparing (preparar),21,portuguese,você se prepara para o casamento,vocês se preparam para o casamento,Vosotros is plural - needs vocês not você
spanish,139,Cooking (cocinar),21,chinese,你煮什么,你们煮什么,Vosotros is plural - needs 你们 not 你
spanish,139,Cooking (cocinar),21,pinyin,nǐ zhǔ shén me,nǐ men zhǔ shén me,Vosotros is plural - needs nǐ men
spanish,139,Cooking (cocinar),21,portuguese,o que você cozinha,o que vocês cozinham,Vosotros is plural - needs vocês not você
