Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
spanish,156,Directing,8,chinese,直接,指导,Wrong word - "直接" means direct (adjective) or directly (adverb) not to direct
spanish,158,Theater & Acting,5,chinese,场景,舞台,Wrong word - "场景" means scene/setting not stage (theater platform)
spanish,158,Theater & Acting,6,chinese,窗帘,幕布,Wrong word - "窗帘" means window curtain not theater curtain
spanish,158,Theater & Acting,10,chinese,行动,表演,Wrong word - "行动" means take action not act/perform (theater)
spanish,158,Theater & Acting,11,chinese,代表,表演,Wrong context - "代表" means represent/delegate not perform (theater)
spanish,158,Theater & Acting,14,chinese,行动,一幕,Wrong context - "行动" means action not act (of a play)
spanish,158,Theater & Acting,30,chinese,窗帘,幕布,Wrong word - "窗帘" means window curtain not theater curtain
spanish,158,Theater & Acting,31,chinese,窗帘,幕布,Wrong word - "窗帘" means window curtain not theater curtain
spanish,158,Theater & Acting,46,chinese,该行为,该幕,Wrong context - "行为" means behavior/action not act (of a play)
spanish,158,Theater & Acting,47,chinese,一个行为,一幕,Wrong context - "行为" means behavior/action not act (of a play)
spanish,160,Resting,29,spanish,quiero relajarse,quiero relajarme,Grammar error - reflexive verb should be relajarme not relajarse
spanish,161,Philosophy Terms,13,chinese,反映,反思,Wrong word - "反映" means reflect (mirror/report) not reflect (think deeply)
spanish,163,Winning & Earning,2,chinese,我赢了,我赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,3,chinese,你赢了,你赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,5,chinese,我们赢了,我们赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,6,chinese,你赢了,你赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,11,chinese,我赢了,我赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,13,chinese,你赢了,你赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,15,chinese,他赢了,他赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,17,chinese,我们赢了,我们赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,19,chinese,你赢了,你赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,163,Winning & Earning,21,chinese,他们赢了,他们赢,Wrong tense - "了" implies past tense but Spanish is present
spanish,164,Dance & Dancing,8,chinese,酱,萨尔萨舞,Wrong word - "酱" means sauce not salsa dance
spanish,164,Dance & Dancing,13,chinese,线索,舞池,Wrong word - "线索" means clue/lead not dance floor
spanish,164,Dance & Dancing,17,chinese,录音,踢踏舞,Wrong word - "录音" means recording not footwork/tap dancing
spanish,164,Dance & Dancing,18,chinese,指南针,节拍,Wrong context - "指南针" means compass (navigation) not beat/rhythm
spanish,164,Dance & Dancing,21,chinese,崇敬,鞠躬,Wrong context - "崇敬" means reverence (respect emotion) not bow (gesture)
spanish,164,Dance & Dancing,34,chinese,酱汁,萨尔萨舞,Wrong word - "酱汁" means sauce not salsa dance
spanish,164,Dance & Dancing,44,chinese,轨道,舞池,Wrong word - "轨道" means track/orbit not dance floor
spanish,164,Dance & Dancing,48,chinese,党,派对,Wrong word - "党" means political party not party (celebration)
spanish,164,Dance & Dancing,52,chinese,攻丝,踢踏舞,Wrong context - "攻丝" means tapping (threading/machining) not tap dancing
spanish,164,Dance & Dancing,54,chinese,指南针,节拍,Wrong context - "指南针" means compass (navigation) not beat (music)
spanish,164,Dance & Dancing,55,chinese,带指南针,有节拍,Wrong context - "指南针" means compass (navigation) not beat (music)
spanish,164,Dance & Dancing,56,chinese,纸条,滑步,Wrong word - "纸条" means slip of paper not slip (dance move)
spanish,164,Dance & Dancing,58,chinese,返回,转身,Wrong context - "返回" means return (go back) not turn (dance move)
spanish,164,Dance & Dancing,61,chinese,一张弓,一个鞠躬,Wrong word - "弓" means bow (weapon/archery) not bow (gesture)
spanish,165,Losing,2,chinese,我输了,我输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,3,chinese,你输了,你输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,5,chinese,我们输了,我们输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,6,chinese,你输了,你输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,11,chinese,我输了,我输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,13,chinese,你输了,你输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,15,chinese,他输了,他输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,17,chinese,我们输了,我们输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,19,chinese,你输了,你输,Wrong tense - "了" implies past tense but Spanish is present
spanish,165,Losing,21,chinese,他们输了,他们输,Wrong tense - "了" implies past tense but Spanish is present
spanish,166,Forming,2,chinese,形式,形成,Wrong word - "形式" means form (noun - shape) not form (verb - to create)
spanish,166,Forming,3,chinese,形状,形成,Wrong word - "形状" means form/shape (noun) not form (verb)
spanish,166,Forming,4,chinese,形状,形成,Wrong word - "形状" means form/shape (noun) not form (verb)
spanish,166,Forming,7,chinese,形式,形成,Wrong word - "形式" means form (noun - shape) not form (verb)
spanish,166,Forming,8,chinese,形式,形成,Wrong word - "形式" means form (noun - shape) not to form (verb)
spanish,167,Fashion & Style,23,chinese,模型,模特,Wrong context - "模型" means model (miniature/prototype) not model (person)
spanish,167,Fashion & Style,24,chinese,模型,模特,Wrong context - "模型" means model (miniature/prototype) not model (person)
spanish,170,Psychology Terms,8,chinese,情报,智力,Wrong context - "情报" means intelligence (information/espionage) not intelligence (mental capacity)
spanish,170,Psychology Terms,14,chinese,会话,疗程,Wrong context - "会话" means conversation/dialogue not session (therapy)
spanish,170,Psychology Terms,34,chinese,情报,智力,Wrong context - "情报" means intelligence (information/espionage) not intelligence (mental capacity)
spanish,170,Psychology Terms,46,chinese,会议,疗程,Wrong context - "会议" means meeting not session (therapy)
spanish,173,Journalism Terms,4,chinese,持有人,标题,Wrong word - "持有人" means holder (person) not headline
spanish,173,Journalism Terms,6,chinese,写作,编辑部,Wrong word - "写作" means writing (activity) not newsroom/editorial staff
spanish,173,Journalism Terms,14,chinese,已发送,特派员,Wrong word - "已发送" means already sent (past participle) not correspondent
spanish,173,Journalism Terms,16,chinese,编年史,报道,Wrong context - "编年史" means chronology/annals not chronicle (journalism article)
spanish,173,Journalism Terms,18,chinese,勺,独家新闻,Wrong word - "勺" means spoon/ladle not scoop (exclusive news)
spanish,173,Journalism Terms,24,chinese,持有人,标题,Wrong word - "持有人" means holder (person) not headline
spanish,173,Journalism Terms,28,chinese,社论,编辑部,Wrong context - "社论" means editorial (opinion piece) not newsroom
spanish,173,Journalism Terms,41,chinese,部分一个部分,一个部分,Duplicate text - should be just "一个部分"
spanish,173,Journalism Terms,48,chinese,编年史,报道,Wrong context - "编年史" means chronology/annals not chronicle (article)
spanish,173,Journalism Terms,53,chinese,第一个,一条独家新闻,Wrong context - "第一个" means first one (generic) not scoop/exclusive
spanish,175,Meaning,10,chinese,感觉,意义,Wrong word - "感觉" means feeling/sensation not sense/meaning
spanish,176,Photography Terms,12,chinese,进程,处理,Wrong word - "进程" means process (noun - procedure) not process (verb)
spanish,176,Photography Terms,15,chinese,隔膜,光圈,Wrong context - "隔膜" means diaphragm (body part) not aperture (camera)
spanish,176,Photography Terms,18,chinese,过滤,滤镜,Wrong word - "过滤" means to filter (verb) not filter (noun - lens)
spanish,176,Photography Terms,27,chinese,方法,对焦,Wrong context - "方法" means method/approach not focus (photography)
spanish,176,Photography Terms,45,chinese,隔膜,光圈,Wrong context - "隔膜" means diaphragm (body part) not aperture (camera)
spanish,176,Photography Terms,51,chinese,过滤器,滤镜,Wrong context - "过滤器" means water/air filter not camera filter
spanish,178,Deciding,11,chinese,分辨率,决议,Wrong context - "分辨率" means resolution (screen) not resolution (decision)
spanish,179,Marketing & Advertising,17,chinese,发射,发布,Wrong context - "发射" means launch (rocket/missile) not launch (product)
spanish,179,Marketing & Advertising,24,chinese,公告,广告,Wrong word - "公告" means announcement/notice not advertisement
spanish,179,Marketing & Advertising,46,chinese,段,细分市场,Wrong context - "段" means segment (piece) not segment (market segment)
spanish,179,Marketing & Advertising,50,chinese,发射,发布,Wrong context - "发射" means launch (rocket/missile) not launch (product)
spanish,180,Appearing,9,chinese,外观,出现,Wrong context - "外观" means appearance (how something looks) not appearance (act of appearing)
spanish,180,Appearing,11,chinese,明显,表现,Wrong word - "明显" is adjective (obvious) not verb (to manifest)
spanish,180,Appearing,26,chinese,外观,出现,Wrong context - "外观" means appearance (how something looks) not appearance (act)
spanish,180,Appearing,27,chinese,外观,出现,Wrong context - "外观" means appearance (how something looks) not an appearance
spanish,180,Appearing,30,chinese,你必须证明,你必须表明立场,Wrong context - "证明" means prove not demonstrate/manifest position
