Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
spanish,123,Telling & Counting (contar),4,pinyin,zhàng hù,zhàng mù,Pinyin matches better translation
spanish,123,Telling & Counting (contar),10,chinese,旁白,叙述,Too specific - 旁白 is 'voice-over (film)' but narración is general narration = 叙述
spanish,123,Telling & Counting (contar),10,pinyin,páng bái,xù shù,Pinyin matches wrong Chinese
spanish,124,Creating (crear),2,chinese,你相信,你创造,Wrong verb - 你相信 is 'you believe' (from creer) but creas is 'you create' = 你创造
spanish,124,Creating (crear),2,pinyin,nǐ xiāng xìn,nǐ chuàng zào,Pinyin matches wrong Chinese
spanish,124,Creating (crear),5,chinese,你相信,你创造,Wrong verb - creas/creáis is from crear 'create' not creer 'believe'
spanish,124,Creating (crear),5,pinyin,nǐ xiāng xìn,nǐ chuàng zào,Pinyin matches wrong Chinese
spanish,124,Creating (crear),11,chinese,详细说明,制作,Wrong sense - 详细说明 is 'explain in detail' but elaborar in making context is 'craft/make' = 制作
spanish,124,Creating (crear),11,pinyin,xiáng xì shuō míng,zhì zuò,Pinyin matches wrong Chinese
spanish,124,Creating (crear),12,chinese,你相信,你创造,Wrong verb - from crear not creer
spanish,124,Creating (crear),12,pinyin,nǐ xiāng xìn,nǐ chuàng zào,Pinyin matches wrong Chinese
spanish,124,Creating (crear),18,chinese,你相信,你们创造,Wrong verb - creáis is 'you (plural) create' not 'believe'
spanish,124,Creating (crear),18,pinyin,nǐ xiāng xìn,nǐ men chuàng zào,Pinyin matches wrong Chinese
spanish,125,Personality Types,2,chinese,字符,性格,Wrong sense - 字符 is 'character (computer/text)' but need 性格 for personality
spanish,125,Personality Types,2,pinyin,zì fú,xìng gé,Pinyin matches wrong Chinese
spanish,125,Personality Types,5,chinese,严重,严肃,Wrong sense - 严重 is 'serious (problem/severe)' but serio personality is 严肃 or 认真
spanish,125,Personality Types,5,pinyin,yán zhòng,yán sù,Pinyin matches wrong Chinese
spanish,125,Personality Types,12,chinese,不安全,没有安全感,Wrong sense - 不安全 is 'unsafe (place)' but inseguro personality is 没有安全感 or 不自信
spanish,125,Personality Types,12,pinyin,bù ān quán,méi yǒu ān quán gǎn,Pinyin matches wrong Chinese
spanish,125,Personality Types,16,chinese,保留,内敛,Wrong sense - 保留 is 'reserved/kept (thing)' but reservado personality is 内敛 or 矜持
spanish,125,Personality Types,16,pinyin,bǎo liú,nèi liǎn,Pinyin matches wrong Chinese
spanish,125,Personality Types,18,chinese,孤独,孤僻,Wrong sense - 孤独 is 'lonely (feeling)' but solitario personality is 孤僻 or 独来独往
spanish,125,Personality Types,18,pinyin,gū dú,gū pì,Pinyin matches wrong Chinese
spanish,126,Going Up (subir),8,chinese,上传,上升,Wrong context - 上传 is 'upload (internet)' but subir is go up = 上升 or 上去
spanish,126,Going Up (subir),8,pinyin,shàng chuán,shàng shēng,Pinyin matches wrong Chinese
spanish,126,Going Up (subir),10,chinese,促销,晋升,Wrong sense - 促销 is 'promotion (sales/marketing)' but ascenso is promotion (career) = 晋升
spanish,126,Going Up (subir),10,pinyin,cù xiāo,jìn shēng,Pinyin matches wrong Chinese
spanish,127,Going Down (bajar),3,chinese,低点,低谷,Wrong part of speech - 低点 is 'low points (plural)' but bajas is verb = 你下降
spanish,127,Going Down (bajar),3,pinyin,dī diǎn,nǐ xià jiàng,Pinyin matches verb translation
spanish,127,Going Down (bajar),9,chinese,血统,下降,Wrong word - 血统 means 'bloodline/lineage' not descent - need 下降
spanish,127,Going Down (bajar),9,pinyin,xuè tǒng,xià jiàng,Pinyin matches wrong Chinese
spanish,127,Going Down (bajar),10,chinese,血统,下降,Same issue - wrong word
spanish,127,Going Down (bajar),10,pinyin,xuè tǒng,xià jiàng,Pinyin matches wrong Chinese
spanish,128,Emergency & Safety,12,chinese,保存,拯救,Wrong context - 保存 is 'save (computer file)' but salvar is rescue = 拯救
spanish,128,Emergency & Safety,12,pinyin,bǎo cún,zhěng jiù,Pinyin matches wrong Chinese
spanish,129,Falling (caer),7,chinese,秋天,掉落,Wrong word - 秋天 is 'autumn/fall (season)' but caer is fall (verb) = 掉落
spanish,129,Falling (caer),7,pinyin,qiū tiān,diào luò,Pinyin matches wrong Chinese
spanish,129,Falling (caer),8,chinese,秋天,掉落,Same issue - season not verb
spanish,129,Falling (caer),8,pinyin,qiū tiān,diào luò,Pinyin matches wrong Chinese
spanish,129,Falling (caer),11,chinese,幻灯片,滑动,Wrong word - 幻灯片 is 'slideshow/PowerPoint' but deslizarse is slide (verb) = 滑动
spanish,129,Falling (caer),11,pinyin,huàn dēng piàn,huá dòng,Pinyin matches wrong Chinese
spanish,129,Falling (caer),28,chinese,纸条,滑倒,Wrong word - 纸条 is 'note/slip of paper' but resbalón is slip (accident) = 滑倒
spanish,129,Falling (caer),28,pinyin,zhǐ tiáo,huá dǎo,Pinyin matches wrong Chinese
spanish,130,Lifting & Waking (levantar),4,chinese,电梯,举起,Wrong word - 电梯 is 'elevator/lift (noun)' but levanta is verb 'lifts' = 举起
spanish,130,Lifting & Waking (levantar),4,pinyin,diàn tī,jǔ qǐ,Pinyin matches wrong Chinese
spanish,130,Lifting & Waking (levantar),7,chinese,电梯,举起,Same issue
spanish,130,Lifting & Waking (levantar),7,pinyin,diàn tī,jǔ qǐ,Pinyin matches wrong Chinese
spanish,130,Lifting & Waking (levantar),8,chinese,电梯,举起,Same issue
spanish,130,Lifting & Waking (levantar),8,pinyin,diàn tī,jǔ qǐ,Pinyin matches wrong Chinese
spanish,132,Touching & Playing Music (tocar),11,chinese,联系方式,接触,Too specific - 联系方式 is 'contact info/details' but contacto is contact/touch = 接触
spanish,132,Touching & Playing Music (tocar),11,pinyin,lián xì fāng shì,jiē chù,Pinyin matches wrong Chinese
spanish,133,Breaking (romper),4,chinese,休息,打破,Wrong word - 休息 is 'rest/break (take a break)' but rompe is breaks (something) = 打破
spanish,133,Breaking (romper),4,pinyin,xiū xī,dǎ pò,Pinyin matches wrong Chinese
spanish,134,Farming & Agriculture,3,chinese,领域,田野,Wrong sense - 领域 is 'field (abstract/domain)' but campo in farming is field = 田野 or 农田
spanish,134,Farming & Agriculture,3,pinyin,lǐng yù,tián yě,Pinyin matches wrong Chinese
spanish,134,Farming & Agriculture,12,chinese,水,浇水,Wrong part of speech - 水 is 'water (noun)' but regar is verb 'to water' = 浇水
spanish,134,Farming & Agriculture,12,pinyin,shuǐ,jiāo shuǐ,Pinyin matches wrong Chinese
spanish,134,Farming & Agriculture,18,chinese,犁,耕地,Wrong part of speech - 犁 is 'plow (noun)' but arar is verb 'to plow' = 耕地 or 犁地
spanish,134,Farming & Agriculture,18,pinyin,lí,gēng dì,Pinyin matches wrong Chinese
spanish,135,Sharing (compartir),10,chinese,分裂,分开,Wrong connotation - 分裂 is 'split (division/conflict)' but dividir in sharing is split = 分开 or 平分
spanish,135,Sharing (compartir),10,pinyin,fēn liè,fēn kāi,Pinyin matches wrong Chinese
spanish,137,Math Operations,2,chinese,数量,数字,Wrong sense - 数量 is 'quantity/amount' but número is number = 数字 or 号码
spanish,137,Math Operations,2,pinyin,shù liàng,shù zì,Pinyin matches wrong Chinese
spanish,137,Math Operations,3,chinese,添加,加,Wrong context - 添加 is 'add to list/append' but sumar in math is add = 加 or 相加
spanish,137,Math Operations,3,pinyin,tiān jiā,jiā,Pinyin matches wrong Chinese
spanish,137,Math Operations,12,chinese,师,除法,Wrong word - 师 means 'teacher/master' but división in math is division = 除法
spanish,137,Math Operations,12,pinyin,shī,chú fǎ,Pinyin matches wrong Chinese
spanish,137,Math Operations,17,chinese,电源,幂,Wrong context - 电源 is 'power supply (electricity)' but potencia in math is power = 幂 or 次方
spanish,137,Math Operations,17,pinyin,diàn yuán,mì,Pinyin matches wrong Chinese
spanish,139,Cooking (cocinar),3,chinese,厨房,你做饭,Wrong part of speech - 厨房 is 'kitchen (noun)' but cocinas is verb 'you cook' = 你做饭
spanish,139,Cooking (cocinar),3,pinyin,chú fáng,nǐ zuò fàn,Pinyin matches wrong Chinese
spanish,139,Cooking (cocinar),4,chinese,厨房,做饭,Wrong part of speech - cocina is verb 'cooks' not noun kitchen
spanish,139,Cooking (cocinar),4,pinyin,chú fáng,zuò fàn,Pinyin matches wrong Chinese
spanish,139,Cooking (cocinar),9,chinese,做饭,厨师,Wrong part of speech - 做饭 is verb 'to cook' but cocinera is noun 'cook/chef (female)' = 厨师
spanish,139,Cooking (cocinar),9,pinyin,zuò fàn,chú shī,Pinyin matches wrong Chinese
spanish,140,History Terms,17,chinese,海洛因,女英雄,Wrong word - 海洛因 is 'heroin (drug)' but heroína is heroine = 女英雄
spanish,140,History Terms,17,pinyin,hǎi luò yīn,nǚ yīng xióng,Pinyin matches wrong Chinese
spanish,140,History Terms,18,chinese,历史,历史性的,Wrong part of speech - 历史 is 'history (noun)' but histórico is adjective = 历史性的
spanish,140,History Terms,18,pinyin,lì shǐ,lì shǐ xìng de,Pinyin matches wrong Chinese
